id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
9de81933,09 Apr 2026|3|5A|CRCS L|K2SA|B054|POSITION Y,09 Apr 2026,3,5A,CRCS L,K2SA,B054,N0338,POSITION Y,0.503,Material,Burr pada permukaan part mempengaruhi pengukuran,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,,2026-04-09 04:30:14,2026-04-09 04:44:14
c01fb5de,09 Apr 2026|3|5A|CRCS L|K2SA|B054|POSITION X,09 Apr 2026,3,5A,CRCS L,K2SA,B054,N0338,POSITION X,0.293,Material,Dimensi raw material melebihi toleransi,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_1,Produksi,Rini,2026-04-09 04:08:14,2026-04-09 04:35:14
b8ec3c8d,09 Apr 2026|3|5A|CRCS L|K2SA|B053|POSITION Y,09 Apr 2026,3,5A,CRCS L,K2SA,B053,N0342,POSITION Y,0.308,Operator,Operator baru belum familiar dengan prosedur,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,Rini,2026-04-09 01:15:14,2026-04-09 02:22:14
4098d4b7,09 Apr 2026|3|5A|CRCS L|K2SA|B052|POSITION Y,09 Apr 2026,3,5A,CRCS L,K2SA,B052,N0346,POSITION Y,-0.28,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,operator_3,Produksi,Rini,2026-04-09 02:33:14,2026-04-09 04:20:14
fdb47c57,09 Apr 2026|3|5A|CRCS L|K2SA|B061|POSITION Y,09 Apr 2026,3,5A,CRCS L,K2SA,B061,N0350,POSITION Y,0.349,Operator,Setup belum sesuai SOP yang berlaku,,Investigated,produksi_b,Produksi,Rini,2026-04-09 02:29:14,2026-04-09 03:50:14
aa166e1e,09 Apr 2026|3|5A|CRCS L|K2SA|-|-,09 Apr 2026,3,5A,CRCS L,K2SA,-,N0378,-,0.14,Setup / Fixture,Fixture bergeser setelah pergantian shift,,Resolved,operator_3,Produksi,Wahyu,2026-04-09 03:25:14,2026-04-09 05:41:14
aecea6ff,09 Apr 2026|3|5A|CRCS L|K2SA|A152|POSITION X,09 Apr 2026,3,5A,CRCS L,K2SA,A152,N0398,POSITION X,0.051,Material,Material incoming di luar spec dimensi,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,produksi_a,Produksi,Dani,2026-04-09 03:51:14,2026-04-09 04:49:14
1b806a07,09 Apr 2026|3|5A|CRCS L|K2SA|A152|POSITION Z,09 Apr 2026,3,5A,CRCS L,K2SA,A152,N0398,POSITION Z,0.202,Setup / Fixture,Datum reference tidak sesuai drawing,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_a,Produksi,Hendra,2026-04-09 02:30:14,2026-04-09 03:09:14
d5fde794,09 Apr 2026|3|5A|CRCS L|K2SA|A151|POSITION Z,09 Apr 2026,3,5A,CRCS L,K2SA,A151,N0405,POSITION Z,0.18,Program CMM,Path program menyebabkan probe collision minor,Preventive maintenance dijadwalkan,Open,operator_1,Produksi,Rini,2026-04-09 03:50:14,2026-04-09 06:28:14
4cef677f,09 Apr 2026|3|5A|CRCS L|K2SA|-|-,09 Apr 2026,3,5A,CRCS L,K2SA,-,N0452,-,0.18,Material,Material dari batch berbeda dengan properties berbeda,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_1,Produksi,Sari,2026-04-09 03:19:14,2026-04-09 05:23:14
259d8bbd,09 Apr 2026|3|5A|CRCS L|K2SA|A155|DISTANCE Z FROM A154,09 Apr 2026,3,5A,CRCS L,K2SA,A155,N0454,DISTANCE Z FROM A154,-0.207,Tooling,Holder tool longgar saat proses machining,Preventive maintenance dijadwalkan,Resolved,produksi_c,Produksi,Sari,2026-04-09 01:46:14,2026-04-09 03:18:14
2cc82957,09 Apr 2026|3|5A|CRCS L|K2SA|A155|SURFACE HEIGHT FROM A008,09 Apr 2026,3,5A,CRCS L,K2SA,A155,N0455,SURFACE HEIGHT FROM A008,0.47,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_3,Produksi,Hendra,2026-04-09 04:30:14,2026-04-09 04:30:14
d60ab720,09 Apr 2026|3|5A|CRCS L|K2SA|-|-,09 Apr 2026,3,5A,CRCS L,K2SA,-,N0477,-,2.312,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_b,Produksi,Dani,2026-04-09 04:28:14,2026-04-09 04:53:14
082a8de7,09 Apr 2026|3|5A|CRCS L|K2SA|-|-,09 Apr 2026,3,5A,CRCS L,K2SA,-,N0486,-,-0.127,Operator,Part terbalik saat mounting ke fixture,,Open,produksi_a,Produksi,,2026-04-09 03:11:14,2026-04-09 03:48:14
6a54cd11,"09 Apr 2026|3|5A|CRCS L|K2SA|A152|POSITION Z Ø 7,3",09 Apr 2026,3,5A,CRCS L,K2SA,A152,N0493,"POSITION Z Ø 7,3",0.224,Material,Material dari batch berbeda dengan properties berbeda,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_1,Produksi,Budi,2026-04-09 02:43:14,2026-04-09 03:38:14
d003b226,09 Apr 2026|3|5A|CRCS L|K2SA|A154|DISTANCE Y FROM A008,09 Apr 2026,3,5A,CRCS L,K2SA,A154,N0498,DISTANCE Y FROM A008,0.574,Tooling,Holder tool longgar saat proses machining,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_2,Produksi,,2026-04-09 01:56:14,2026-04-09 02:56:14
74c9412c,09 Apr 2026|3|5A|CRCS L|K2SA|A155|DISTANCE Y FROM A008,09 Apr 2026,3,5A,CRCS L,K2SA,A155,N0499,DISTANCE Y FROM A008,0.511,Operator,Operator baru belum familiar dengan prosedur,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_2,Produksi,Rini,2026-04-09 01:39:14,2026-04-09 01:39:14
587e7564,"09 Apr 2026|3|5A|CRCS L|K2SA|A064|DISTANCE FROM FACE COMP Ø 4,1",09 Apr 2026,3,5A,CRCS L,K2SA,A064,N0502,"DISTANCE FROM FACE COMP Ø 4,1",0.288,Program CMM,Path program menyebabkan probe collision minor,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_2,Produksi,Sari,2026-04-09 02:46:14,2026-04-09 05:40:14
59f680f9,09 Apr 2026|3|5A|CRCS L|K2SA|A066|DISTANCE FROM O1,09 Apr 2026,3,5A,CRCS L,K2SA,A066,N0506,DISTANCE FROM O1,0.13,Operator,Part terbalik saat mounting ke fixture,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,produksi_c,Produksi,Rini,2026-04-09 03:30:14,2026-04-09 06:04:14
8536dfba,09 Apr 2026|3|5A|CRCS L|K2SA|A067|DISTANCE FROM O1,09 Apr 2026,3,5A,CRCS L,K2SA,A067,N0508,DISTANCE FROM O1,0.172,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,operator_2,Produksi,Andi,2026-04-09 02:43:14,2026-04-09 04:52:14
b556dd43,09 Apr 2026|3|5B|CRCS L|K2SA|A000-1|FLATNESS SURFACE,09 Apr 2026,3,5B,CRCS L,K2SA,A000-1,N0070,FLATNESS SURFACE,0.006,Program CMM,Probe approach speed terlalu cepat,,Open,produksi_c,Produksi,Sari,2026-04-09 03:49:14,2026-04-09 06:27:14
cf45ec4c,09 Apr 2026|3|5B|CRCS L|K2SA|A041|POSITION X,09 Apr 2026,3,5B,CRCS L,K2SA,A041,N0118,POSITION X,0.229,Program CMM,Program belum di-update setelah ECR terakhir,"Tool diganti, measurement diulang dan hasilnya OK",Open,operator_3,Produksi,Budi,2026-04-09 02:28:14,2026-04-09 03:02:14
1da7d15a,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0170,-,0.61,Operator,Part terbalik saat mounting ke fixture,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,Rini,2026-04-09 03:45:14,2026-04-09 06:32:14
c5735087,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0184,-,-3.397,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,operator_3,Produksi,,2026-04-09 02:27:14,2026-04-09 04:51:14
1e8dec22,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0190,-,-0.266,Tooling,Tool life habis namun belum diganti,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,produksi_a,Produksi,Dani,2026-04-09 01:47:14,2026-04-09 04:27:14
c914d710,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0196,-,0.248,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_c,Produksi,Sari,2026-04-09 02:10:14,2026-04-09 02:57:14
380d2064,09 Apr 2026|3|5B|CRCS L|K2SA|A020|POSITION Y FROM A006,09 Apr 2026,3,5B,CRCS L,K2SA,A020,N0200,POSITION Y FROM A006,-0.199,Material,Material incoming di luar spec dimensi,,Resolved,operator_3,Produksi,Andi,2026-04-09 01:21:14,2026-04-09 03:57:14
77850282,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0204,-,0.228,Tooling,Holder tool longgar saat proses machining,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_b,Produksi,Hendra,2026-04-09 01:43:14,2026-04-09 03:19:14
4d11db41,09 Apr 2026|3|5B|CRCS L|K2SA|A038|POSITION X FROM A006,09 Apr 2026,3,5B,CRCS L,K2SA,A038,N0208,POSITION X FROM A006,0.268,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,operator_3,Produksi,,2026-04-09 04:03:14,2026-04-09 06:15:14
9445470c,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0212,-,0.347,Lainnya,Kemungkinan kombinasi beberapa faktor,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_b,Produksi,Budi,2026-04-09 03:17:14,2026-04-09 05:25:14
a002b518,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0212,-,-0.305,Operator,Part terbalik saat mounting ke fixture,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Open,operator_1,Produksi,Wahyu,2026-04-09 01:57:14,2026-04-09 03:30:14
a74f2ea5,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0216,-,-0.354,Program CMM,Probe approach speed terlalu cepat,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_2,Produksi,Sari,2026-04-09 02:32:14,2026-04-09 03:00:14
6d4d5231,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0270,-,0.069,Operator,Operator baru belum familiar dengan prosedur,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_c,Produksi,Sari,2026-04-09 04:01:14,2026-04-09 06:40:14
db167815,09 Apr 2026|3|5B|CRCS L|K2SA|B011|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B011,N0275,POSITION Y,-0.053,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Fixture di-check dan di-realign ke posisi nominal,Investigated,produksi_c,Produksi,Sari,2026-04-09 03:55:14,2026-04-09 04:14:14
f1877c38,09 Apr 2026|3|5B|CRCS L|K2SA|B012|POSITION Y Ø8,09 Apr 2026,3,5B,CRCS L,K2SA,B012,N0284,POSITION Y Ø8,0.054,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_1,Produksi,,2026-04-09 01:38:14,2026-04-09 04:02:14
19a8ac80,09 Apr 2026|3|5B|CRCS L|K2SA|B012|POSITION X Ø8,09 Apr 2026,3,5B,CRCS L,K2SA,B012,N0284,POSITION X Ø8,-0.083,Program CMM,Probe approach speed terlalu cepat,"Part di-rework, re-measurement setelah proses",Investigated,produksi_a,Produksi,Andi,2026-04-09 02:58:14,2026-04-09 04:29:14
3f86f2f3,"09 Apr 2026|3|5B|CRCS L|K2SA|B012|POSITION Y Ø5,45",09 Apr 2026,3,5B,CRCS L,K2SA,B012,N0285,"POSITION Y Ø5,45",0.429,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Operator di-brief ulang terkait SOP setup dan mounting,Open,produksi_b,Produksi,,2026-04-09 02:30:14,2026-04-09 02:35:14
22931adb,"09 Apr 2026|3|5B|CRCS L|K2SA|B012|POSITION X Ø5,45",09 Apr 2026,3,5B,CRCS L,K2SA,B012,N0285,"POSITION X Ø5,45",-0.259,Operator,Setup belum sesuai SOP yang berlaku,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_a,Produksi,Wahyu,2026-04-09 01:47:14,2026-04-09 02:43:14
622ef695,09 Apr 2026|3|5B|CRCS L|K2SA|B051|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B051,N0290,POSITION Y,-0.251,Setup / Fixture,Datum reference tidak sesuai drawing,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_a,Produksi,Budi,2026-04-09 01:38:14,2026-04-09 01:44:14
5f961d2e,09 Apr 2026|3|5B|CRCS L|K2SA|B058|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B058,N0294,POSITION Y,0.272,Setup / Fixture,Datum reference tidak sesuai drawing,,Investigated,operator_1,Produksi,Dani,2026-04-09 03:32:14,2026-04-09 05:01:14
cdc9dee0,09 Apr 2026|3|5B|CRCS L|K2SA|B021|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B021,N0298,POSITION Y,-0.06,Setup / Fixture,Datum reference tidak sesuai drawing,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,,2026-04-09 02:15:14,2026-04-09 04:35:14
8df7f098,09 Apr 2026|3|5B|CRCS L|K2SA|B060|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B060,N0302,POSITION Y,0.246,Tooling,Tool wear melebihi batas — perlu penggantian,Preventive maintenance dijadwalkan,Resolved,produksi_c,Produksi,Rini,2026-04-09 04:12:14,2026-04-09 06:31:14
c0c326fe,09 Apr 2026|3|5B|CRCS L|K2SA|B057|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B057,N0306,POSITION Y,0.347,Program CMM,Path program menyebabkan probe collision minor,"Tool diganti, measurement diulang dan hasilnya OK",Open,produksi_a,Produksi,Sari,2026-04-09 01:27:14,2026-04-09 02:12:14
e3eff735,09 Apr 2026|3|5B|CRCS L|K2SA|B056|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B056,N0310,POSITION Y,0.384,Program CMM,Program belum di-update setelah ECR terakhir,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,produksi_b,Produksi,,2026-04-09 02:04:14,2026-04-09 03:48:14
bda4f800,09 Apr 2026|3|5B|CRCS L|K2SA|B056|POSITION X,09 Apr 2026,3,5B,CRCS L,K2SA,B056,N0310,POSITION X,-0.233,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_3,Produksi,Budi,2026-04-09 01:50:14,2026-04-09 04:22:14
31bbc523,09 Apr 2026|3|5B|CRCS L|K2SA|B062|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B062,N0314,POSITION Y,0.387,Tooling,Tool wear melebihi batas — perlu penggantian,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,produksi_b,Produksi,Hendra,2026-04-09 01:54:14,2026-04-09 03:31:14
32c0bad7,09 Apr 2026|3|5B|CRCS L|K2SA|B066|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B066,N0318,POSITION Y,0.472,Operator,Setup belum sesuai SOP yang berlaku,"Part di-rework, re-measurement setelah proses",Open,operator_3,Produksi,Dani,2026-04-09 04:35:14,2026-04-09 06:31:14
2062f543,09 Apr 2026|3|5B|CRCS L|K2SA|B055|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B055,N0334,POSITION Y,0.343,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_b,Produksi,Sari,2026-04-09 02:44:14,2026-04-09 03:24:14
cc87dc78,09 Apr 2026|3|5B|CRCS L|K2SA|B054|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B054,N0338,POSITION Y,0.568,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_3,Produksi,Dani,2026-04-09 04:44:14,2026-04-09 07:44:14
b58dc9ac,09 Apr 2026|3|5B|CRCS L|K2SA|B054|POSITION X,09 Apr 2026,3,5B,CRCS L,K2SA,B054,N0338,POSITION X,0.474,Operator,Setup belum sesuai SOP yang berlaku,"Part di-rework, re-measurement setelah proses",Investigated,produksi_c,Produksi,Rini,2026-04-09 03:49:14,2026-04-09 04:12:14
0acdcd06,09 Apr 2026|3|5B|CRCS L|K2SA|B053|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B053,N0342,POSITION Y,0.292,Material,Material incoming di luar spec dimensi,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_b,Produksi,Rini,2026-04-09 02:53:14,2026-04-09 04:19:14
f3064a3a,09 Apr 2026|3|5B|CRCS L|K2SA|B052|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B052,N0346,POSITION Y,-0.257,Tooling,Coolant tersumbat menyebabkan panas berlebih,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,produksi_b,Produksi,Dani,2026-04-09 02:07:14,2026-04-09 03:59:14
6a6ffb1e,09 Apr 2026|3|5B|CRCS L|K2SA|B061|POSITION Y,09 Apr 2026,3,5B,CRCS L,K2SA,B061,N0350,POSITION Y,0.346,Operator,Salah membaca program CMM yang aktif,Preventive maintenance dijadwalkan,Investigated,operator_1,Produksi,,2026-04-09 01:47:14,2026-04-09 02:29:14
8bc05f91,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0358,-,0.219,Operator,Operator baru belum familiar dengan prosedur,Material dikembalikan ke gudang untuk inspeksi ulang,Open,produksi_a,Produksi,Dani,2026-04-09 03:07:14,2026-04-09 05:37:14
50d9c58b,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0378,-,0.081,Lainnya,Kemungkinan kombinasi beberapa faktor,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_c,Produksi,Sari,2026-04-09 04:28:14,2026-04-09 05:04:14
dd07c55f,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0452,-,0.401,Tooling,Tool life habis namun belum diganti,,Open,produksi_b,Produksi,Rini,2026-04-09 03:04:14,2026-04-09 04:10:14
aba11e6c,09 Apr 2026|3|5B|CRCS L|K2SA|A155|SURFACE HEIGHT FROM A008,09 Apr 2026,3,5B,CRCS L,K2SA,A155,N0455,SURFACE HEIGHT FROM A008,0.349,Material,Material dari batch berbeda dengan properties berbeda,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_b,Produksi,,2026-04-09 02:51:14,2026-04-09 04:00:14
3f33bdcb,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0456,-,0.228,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,"Part di-rework, re-measurement setelah proses",Investigated,operator_3,Produksi,Hendra,2026-04-09 01:25:14,2026-04-09 04:22:14
da126cc1,09 Apr 2026|3|5B|CRCS L|K2SA|A065|POSITION X,09 Apr 2026,3,5B,CRCS L,K2SA,A065,N0473,POSITION X,-0.241,Material,Material dari batch berbeda dengan properties berbeda,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_a,Produksi,Andi,2026-04-09 03:19:14,2026-04-09 04:15:14
b2da2ad4,09 Apr 2026|3|5B|CRCS L|K2SA|-|-,09 Apr 2026,3,5B,CRCS L,K2SA,-,N0477,-,2.366,Operator,Operator baru belum familiar dengan prosedur,"Part di-rework, re-measurement setelah proses",Open,operator_2,Produksi,Rini,2026-04-09 02:42:14,2026-04-09 03:42:14
9d20516f,09 Apr 2026|3|5B|CRCS L|K2SA|A154|DISTANCE Y FROM A008,09 Apr 2026,3,5B,CRCS L,K2SA,A154,N0498,DISTANCE Y FROM A008,0.474,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,,Resolved,operator_3,Produksi,Rini,2026-04-09 04:24:14,2026-04-09 07:07:14
0377b289,09 Apr 2026|3|5B|CRCS L|K2SA|A155|DISTANCE Y FROM A008,09 Apr 2026,3,5B,CRCS L,K2SA,A155,N0499,DISTANCE Y FROM A008,0.432,Material,Dimensi raw material melebihi toleransi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,produksi_a,Produksi,Dani,2026-04-09 01:38:14,2026-04-09 03:06:14
b6eca033,"09 Apr 2026|3|5B|CRCS L|K2SA|A064|DISTANCE FROM FACE COMP Ø 4,1",09 Apr 2026,3,5B,CRCS L,K2SA,A064,N0502,"DISTANCE FROM FACE COMP Ø 4,1",0.299,Setup / Fixture,Datum reference tidak sesuai drawing,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_3,Produksi,Wahyu,2026-04-09 04:36:14,2026-04-09 04:51:14
79edc5d5,09 Apr 2026|3|6A|CRCS L|K2SA|A000-1|FLATNESS SURFACE,09 Apr 2026,3,6A,CRCS L,K2SA,A000-1,N0070,FLATNESS SURFACE,0.014,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_c,Produksi,Hendra,2026-04-09 03:29:14,2026-04-09 05:03:14
ee01cf13,09 Apr 2026|3|6A|CRCS L|K2SA|A043|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,A043,N0106,POSITION Y,-0.302,Operator,Operator baru belum familiar dengan prosedur,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,,2026-04-09 03:38:14,2026-04-09 05:32:14
1a8f4ee9,09 Apr 2026|3|6A|CRCS L|K2SA|A042|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,A042,N0114,POSITION Y,-0.331,Program CMM,Path program menyebabkan probe collision minor,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_3,Produksi,Dani,2026-04-09 01:49:14,2026-04-09 03:18:14
35be8a0d,09 Apr 2026|3|6A|CRCS L|K2SA|A046|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,A046,N0122,POSITION X,0.218,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_b,Produksi,Wahyu,2026-04-09 04:22:14,2026-04-09 05:39:14
4405daaf,09 Apr 2026|3|6A|CRCS L|K2SA|A040|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,A040,N0130,POSITION Y,0.335,Program CMM,Path program menyebabkan probe collision minor,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_c,Produksi,,2026-04-09 02:58:14,2026-04-09 05:09:14
f424d5c2,09 Apr 2026|3|6A|CRCS L|K2SA|A040|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,A040,N0130,POSITION X,-0.207,Tooling,Tool wear melebihi batas — perlu penggantian,,Investigated,operator_2,Produksi,Wahyu,2026-04-09 04:12:14,2026-04-09 06:07:14
079cb4b8,09 Apr 2026|3|6A|CRCS L|K2SA|A044|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,A044,N0134,POSITION X,0.255,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,,Investigated,produksi_a,Produksi,Andi,2026-04-09 02:36:14,2026-04-09 03:35:14
b358b7d5,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0170,-,0.594,Material,Material dari batch berbeda dengan properties berbeda,,Investigated,operator_2,Produksi,Dani,2026-04-09 02:58:14,2026-04-09 04:50:14
522b2983,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0184,-,-1.195,Material,Material dari batch berbeda dengan properties berbeda,"Tool diganti, measurement diulang dan hasilnya OK",Open,produksi_c,Produksi,Wahyu,2026-04-09 04:08:14,2026-04-09 04:48:14
54f4beb9,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0190,-,0.765,Operator,Tidak melakukan verifikasi awal sebelum produksi,Fixture di-check dan di-realign ke posisi nominal,Open,operator_1,Produksi,Rini,2026-04-09 03:46:14,2026-04-09 04:25:14
5fcf6a17,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0196,-,-0.286,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,operator_3,Produksi,Rini,2026-04-09 01:17:14,2026-04-09 01:54:14
0c94faed,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0196,-,0.207,Lainnya,Faktor eksternal — sedang diinvestigasi,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_2,Produksi,,2026-04-09 02:36:14,2026-04-09 02:54:14
632b21e9,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0204,-,0.215,Material,Dimensi raw material melebihi toleransi,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_a,Produksi,Hendra,2026-04-09 04:43:14,2026-04-09 05:29:14
db51684e,09 Apr 2026|3|6A|CRCS L|K2SA|A038|POSITION Y FROM A006,09 Apr 2026,3,6A,CRCS L,K2SA,A038,N0208,POSITION Y FROM A006,0.235,Operator,Setup belum sesuai SOP yang berlaku,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Open,operator_1,Produksi,Dani,2026-04-09 02:28:14,2026-04-09 03:47:14
177a9f05,09 Apr 2026|3|6A|CRCS L|K2SA|A038|POSITION X FROM A006,09 Apr 2026,3,6A,CRCS L,K2SA,A038,N0208,POSITION X FROM A006,0.182,Lainnya,Faktor eksternal — sedang diinvestigasi,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_3,Produksi,Dani,2026-04-09 04:16:14,2026-04-09 06:40:14
21a86500,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0212,-,-0.25,Mesin / Machine,Getaran mesin berlebih saat pengukuran,"Part di-rework, re-measurement setelah proses",Resolved,operator_2,Produksi,Budi,2026-04-09 03:21:14,2026-04-09 04:44:14
